epoch	loss	probs	lr
1	2.055847782406222	0.5192642992978646	0.001
2	1.4901174598245372	0.6947308725030006	0.001
3	1.4792430629074351	0.7054454187367485	0.001
4	1.4415273160074724	0.7171304967656011	0.001
5	1.3565337138326639	0.7412744951070906	0.001
6	1.3589959049313485	0.7522140689277295	0.001
7	1.296907093555954	0.7619233415029306	0.001
8	1.2434540844650517	0.7855885148491558	0.001
9	1.252924115185844	0.7713620343616018	0.001
10	1.2003193936383414	0.8013686723868643	0.001
11	1.1102510111261035	0.8315874925887274	0.001
12	1.1381511457790672	0.8270741917165239	0.001
13	1.1319204913417646	0.828812040804044	0.001
14	1.2419275204931493	0.7843740296629725	0.001
15	1.1933838624271762	0.817426306109003	0.001
16	1.1487912517387184	0.8205878548462595	0.001
17	1.0930353581462209	0.8391062887627839	0.001
18	1.0712019210632848	0.8588451419621153	0.001
19	1.1220048550779491	0.8288702298939007	0.001
20	1.1637303289649212	0.8132506392923873	0.001
21	1.1390200085023965	0.8295633767395658	0.001
22	1.0688884928545543	0.851271810917163	0.001
23	1.0605528741853387	0.857474036930219	0.001
24	1.0289188273334149	0.8725655187461456	0.001
25	1.0461007827498212	0.8658425252898475	0.001
26	1.0115017880959138	0.8790196336556545	0.001
27	1.0482843771964645	0.8634705447131373	0.001
28	1.0063551572397296	0.8845432597908389	0.001
29	1.095146598979886	0.8457427040351811	0.001
30	1.0387245994961394	0.8695581841202916	0.001
31	1.0335392444550326	0.8672315859440091	0.001
32	0.9872003921678075	0.885676281824431	0.001
33	1.010240117524193	0.8753252044929448	0.001
34	0.9696690901061417	0.8954862733977434	0.001
35	1.0429225046616948	0.8661896453470989	0.001
36	1.0449155802841967	0.8739796638710348	0.001
37	1.0127814362815766	0.881305235358419	0.001
38	0.9802235585938599	0.8857154383092122	0.001
39	1.0285324943996272	0.8718465313481576	0.001
40	0.9644088824885485	0.8919096939182636	0.001
41	1.0533883219314775	0.8660374092125095	0.001
42	0.9489922153462265	0.9001192954614703	0.001
43	0.9908313376752861	0.8951048470451929	0.001
44	1.0297530109000472	0.8671068240054035	0.001
45	0.9693232768087139	0.8982572881262542	0.001
46	0.9520752418329281	0.9061206290602241	0.0001
47	0.9057575211095101	0.915674362483964	0.0001
48	0.9229289294951024	0.9102805312238218	0.0001
49	0.8925813125190238	0.9195826620860614	0.0001
50	0.8822516851598002	0.9249066513267148	0.0001
51	0.9214125579174567	0.9144097277444535	0.0001
52	0.8939207228364554	0.9209104754224586	0.0001
53	0.8868321323815774	0.922157248710611	0.0001
54	0.8668088116942728	0.9369458403285994	0.0001
55	0.9338054615436433	0.9124789353196949	0.0001
56	0.8765243223165491	0.9263590442425257	0.0001
57	0.8934132665063369	0.924639870021423	0.0001
58	0.9065272362701955	0.9228738838855218	0.0001
59	0.9031853664209408	0.9168014108691517	0.0001
60	0.9221883798398937	0.9173717313761162	0.0001
